"bike_id","city_id","start_point"
"522","KRLST","[13.4901,59.37472]"
"523","KRLST","[13.48583,59.41106]"
"524","KRLST","[13.50783,59.38528]"
"525","KRLST","[13.46065,59.37265]"
"526","KRLST","[13.50133,59.37409]"
"527","KRLST","[13.47227,59.39183]"
"528","KRLST","[13.47155,59.379]"
"529","KRLST","[13.49711,59.37422]"
"530","KRLST","[13.5341,59.38965]"
"531","KRLST","[13.45966,59.37704]"
"532","KRLST","[13.53738,59.39917]"
"533","KRLST","[13.50845,59.38113]"
"534","KRLST","[13.54523,59.41817]"
"535","KRLST","[13.5443,59.41281]"
"536","KRLST","[13.47176,59.37436]"
"537","KRLST","[13.5565,59.41095]"
"538","KRLST","[13.58353,59.40945]"
"539","KRLST","[13.57352,59.39857]"
"540","KRLST","[13.53325,59.38585]"
"541","KRLST","[13.46196,59.37626]"
"542","KRLST","[13.49003,59.379]"
"543","KRLST","[13.48891,59.41111]"
"544","KRLST","[13.52962,59.38958]"
"545","KRLST","[13.47963,59.38969]"
"546","KRLST","[13.55241,59.40354]"
"547","KRLST","[13.46846,59.37681]"
"548","KRLST","[13.45481,59.38351]"
"549","KRLST","[13.57237,59.3986]"
"550","KRLST","[13.47021,59.37129]"
"551","KRLST","[13.47437,59.37391]"
"552","KRLST","[13.57351,59.39825]"
"553","KRLST","[13.54056,59.41122]"
"554","KRLST","[13.51628,59.37084]"
"555","KRLST","[13.4865,59.37326]"
"556","KRLST","[13.4814,59.3751]"
"557","KRLST","[13.49438,59.4063]"
"558","KRLST","[13.49085,59.38184]"
"559","KRLST","[13.54195,59.40129]"
"560","KRLST","[13.50132,59.39437]"
"561","KRLST","[13.51643,59.4233]"
"562","KRLST","[13.50301,59.38882]"
"563","KRLST","[13.50367,59.4027]"
"564","KRLST","[13.50052,59.38373]"
"565","KRLST","[13.58219,59.40473]"
"566","KRLST","[13.54195,59.40129]"
"567","KRLST","[13.48363,59.41348]"
"568","KRLST","[13.48395,59.40607]"
"569","KRLST","[13.45024,59.38792]"
"570","KRLST","[13.53188,59.38722]"
"571","KRLST","[13.56441,59.4064]"
"572","KRLST","[13.50893,59.40877]"
"573","KRLST","[13.46092,59.37053]"
"574","KRLST","[13.51406,59.38818]"
"575","KRLST","[13.46891,59.3763]"
"576","KRLST","[13.55652,59.39963]"
"577","KRLST","[13.49177,59.37432]"
"578","KRLST","[13.45864,59.37501]"
"579","KRLST","[13.47233,59.36656]"
"580","KRLST","[13.51131,59.40267]"
"581","KRLST","[13.50512,59.37231]"
"582","KRLST","[13.57272,59.4111]"
"583","KRLST","[13.50295,59.38876]"
"584","KRLST","[13.4952,59.37572]"
"585","KRLST","[13.49287,59.3814]"
"586","KRLST","[13.4448,59.38193]"
"587","KRLST","[13.50171,59.39369]"
"588","KRLST","[13.46003,59.37941]"
"589","KRLST","[13.47662,59.37894]"
"590","KRLST","[13.45551,59.37752]"
"591","KRLST","[13.57335,59.4062]"
"592","KRLST","[13.48447,59.38133]"
"593","KRLST","[13.51619,59.37621]"
"594","KRLST","[13.56851,59.40211]"
"595","KRLST","[13.5095,59.39931]"
"596","KRLST","[13.45328,59.38896]"
"597","KRLST","[13.54138,59.40795]"
"598","KRLST","[13.49225,59.39966]"
"599","KRLST","[13.51019,59.40769]"
"600","KRLST","[13.48693,59.40823]"
"601","KRLST","[13.50496,59.3799]"
"602","KRLST","[13.46629,59.37097]"
"603","KRLST","[13.56539,59.40887]"
"604","KRLST","[13.49691,59.40296]"
"605","KRLST","[13.45961,59.36942]"
"606","KRLST","[13.52277,59.38438]"
"607","KRLST","[13.48348,59.37811]"
"608","KRLST","[13.55541,59.40457]"
"609","KRLST","[13.49629,59.37931]"
"610","KRLST","[13.53098,59.39299]"
"611","KRLST","[13.4555,59.37035]"
"612","KRLST","[13.49137,59.37351]"
"613","KRLST","[13.56429,59.41074]"
"614","KRLST","[13.52274,59.40369]"
"615","KRLST","[13.4831,59.41892]"
"616","KRLST","[13.54344,59.41793]"
"617","KRLST","[13.45395,59.38247]"
"618","KRLST","[13.48916,59.41792]"
"619","KRLST","[13.5459,59.40902]"
"620","KRLST","[13.57348,59.40095]"
"621","KRLST","[13.48132,59.38798]"
"622","KRLST","[13.49691,59.40296]"
"623","KRLST","[13.46844,59.38671]"
"624","KRLST","[13.48039,59.37647]"
"625","KRLST","[13.49636,59.38591]"
"626","KRLST","[13.51694,59.38972]"
"627","KRLST","[13.47693,59.42152]"
"628","KRLST","[13.47729,59.38752]"
"629","KRLST","[13.54451,59.39813]"
"630","KRLST","[13.51834,59.40572]"
"631","KRLST","[13.45681,59.39105]"
"632","KRLST","[13.54933,59.41636]"
"633","KRLST","[13.56258,59.40737]"
"634","KRLST","[13.52293,59.37709]"
"635","KRLST","[13.54435,59.4059]"
"636","KRLST","[13.4607,59.37914]"
"637","KRLST","[13.58312,59.40992]"
"638","KRLST","[13.49229,59.41437]"
"639","KRLST","[13.51569,59.38457]"
"640","KRLST","[13.49386,59.3658]"
"641","KRLST","[13.48458,59.4155]"
"642","KRLST","[13.51108,59.39809]"
"643","KRLST","[13.46635,59.37769]"
"644","KRLST","[13.53048,59.38289]"
"645","KRLST","[13.5716,59.40603]"
"646","KRLST","[13.48734,59.38913]"
"647","KRLST","[13.57038,59.40525]"
"648","KRLST","[13.46737,59.38597]"
"649","KRLST","[13.49179,59.41615]"
"650","KRLST","[13.49145,59.40883]"
"651","KRLST","[13.44678,59.38376]"
"652","KRLST","[13.50496,59.3799]"
"653","KRLST","[13.5477,59.41826]"
"654","KRLST","[13.58436,59.40355]"
"655","KRLST","[13.50764,59.37557]"
"656","KRLST","[13.50176,59.39904]"
"657","KRLST","[13.49918,59.39177]"
"658","KRLST","[13.56841,59.41132]"
"659","KRLST","[13.49262,59.41323]"
"660","KRLST","[13.53424,59.40697]"
"661","KRLST","[13.49623,59.38654]"
"662","KRLST","[13.46818,59.38742]"
"663","KRLST","[13.56023,59.41345]"
"664","KRLST","[13.51942,59.409]"
"665","KRLST","[13.49064,59.37441]"
"666","KRLST","[13.48863,59.41745]"
"667","KRLST","[13.48068,59.39105]"
"668","KRLST","[13.52919,59.39402]"
"669","KRLST","[13.48774,59.3744]"
"670","KRLST","[13.52073,59.40121]"
"671","KRLST","[13.45386,59.38827]"
"672","KRLST","[13.52588,59.39488]"
"673","KRLST","[13.53362,59.40466]"
"674","KRLST","[13.55755,59.41386]"
"675","KRLST","[13.51993,59.38108]"
"676","KRLST","[13.52315,59.39026]"
"677","KRLST","[13.49481,59.41129]"
"678","KRLST","[13.50737,59.41005]"
"679","KRLST","[13.48328,59.37403]"
"680","KRLST","[13.50665,59.39328]"
"681","KRLST","[13.50003,59.40591]"
"682","KRLST","[13.50715,59.39427]"
"683","KRLST","[13.50729,59.39908]"
"684","KRLST","[13.57669,59.40064]"
"685","KRLST","[13.53645,59.40879]"
"686","KRLST","[13.48703,59.3876]"
"687","KRLST","[13.5236,59.40765]"
"688","KRLST","[13.48804,59.37148]"
"689","KRLST","[13.55074,59.40011]"
"690","KRLST","[13.49818,59.36534]"
"691","KRLST","[13.47855,59.37154]"
"692","KRLST","[13.55329,59.40649]"
"693","KRLST","[13.51348,59.39111]"
"694","KRLST","[13.49444,59.37594]"
"695","KRLST","[13.48052,59.41796]"
"696","KRLST","[13.49466,59.40582]"
"697","KRLST","[13.54278,59.40305]"
"698","KRLST","[13.45808,59.37919]"
"699","KRLST","[13.48983,59.37169]"
"700","KRLST","[13.48563,59.41568]"
"701","KRLST","[13.47684,59.37448]"
"702","KRLST","[13.49723,59.40914]"
"703","KRLST","[13.51343,59.40153]"
"704","KRLST","[13.48431,59.38699]"
"705","KRLST","[13.55854,59.40942]"
"706","KRLST","[13.50771,59.3955]"
"707","KRLST","[13.58669,59.40564]"
"708","KRLST","[13.47537,59.37613]"
"709","KRLST","[13.45435,59.38284]"
"710","KRLST","[13.54849,59.39603]"
"711","KRLST","[13.44399,59.38074]"
"712","KRLST","[13.48828,59.38457]"
"713","KRLST","[13.51629,59.39351]"
"714","KRLST","[13.49891,59.37718]"
"715","KRLST","[13.46676,59.38704]"
"716","KRLST","[13.48113,59.37858]"
"717","KRLST","[13.57773,59.40967]"
"718","KRLST","[13.47089,59.37862]"
"719","KRLST","[13.58159,59.40787]"
"720","KRLST","[13.49691,59.40296]"
"721","KRLST","[13.4633,59.37457]"
"722","KRLST","[13.53123,59.38651]"
"723","KRLST","[13.52126,59.39164]"
"724","KRLST","[13.57742,59.4139]"
"725","KRLST","[13.51468,59.39147]"
"726","KRLST","[13.48394,59.37571]"
"727","KRLST","[13.49887,59.4088]"
"728","KRLST","[13.46996,59.38242]"
"729","KRLST","[13.51312,59.40029]"
"730","KRLST","[13.48582,59.3769]"
"731","KRLST","[13.55239,59.41608]"
"732","KRLST","[13.4685,59.37709]"
"733","KRLST","[13.51391,59.37178]"
"734","KRLST","[13.46826,59.3883]"
"735","KRLST","[13.48713,59.38279]"
"736","KRLST","[13.556,59.39854]"
"737","KRLST","[13.49861,59.38688]"
"738","KRLST","[13.56105,59.41455]"
"739","KRLST","[13.54191,59.40533]"
"740","KRLST","[13.55854,59.39636]"
"741","KRLST","[13.53554,59.40821]"
"742","KRLST","[13.50259,59.37372]"
"743","KRLST","[13.50269,59.39613]"
"744","KRLST","[13.48797,59.40229]"
"745","KRLST","[13.47047,59.36838]"
"746","KRLST","[13.53359,59.39856]"
"747","KRLST","[13.51593,59.40467]"
"748","KRLST","[13.51096,59.38362]"
"749","KRLST","[13.47337,59.38616]"
"750","KRLST","[13.48562,59.37645]"
"751","KRLST","[13.48868,59.40436]"
"752","GBG","[12.0057,57.70578]"
"753","GBG","[12.01398,57.72182]"
"754","GBG","[11.92118,57.69966]"
"755","GBG","[11.96604,57.73072]"
"756","GBG","[12.01262,57.71663]"
"757","GBG","[12.00945,57.72131]"
"758","GBG","[11.95086,57.6812]"
"759","GBG","[11.96403,57.71189]"
"760","GBG","[11.92954,57.70721]"
"761","GBG","[11.97325,57.72523]"
"762","GBG","[11.93656,57.70903]"
"763","GBG","[11.89688,57.69962]"
"764","GBG","[12.00579,57.68106]"
"765","GBG","[11.96385,57.71182]"
"766","GBG","[11.98015,57.73205]"
"767","GBG","[11.91214,57.69844]"
"768","GBG","[11.98461,57.69757]"
"769","GBG","[11.97032,57.71867]"
"770","GBG","[11.94258,57.69312]"
"771","GBG","[11.8954,57.70443]"
"772","GBG","[12.01934,57.7241]"
"773","GBG","[12.00448,57.706]"
"774","GBG","[11.98198,57.69378]"
"775","GBG","[11.98104,57.68595]"
"776","GBG","[11.94472,57.7325]"
"777","GBG","[11.98605,57.72407]"
"778","GBG","[12.0193,57.72411]"
"779","GBG","[12.00741,57.71996]"
"780","GBG","[11.93758,57.71889]"
"781","GBG","[11.93712,57.70537]"
"782","GBG","[11.99569,57.6849]"
"783","GBG","[11.98865,57.7201]"
"784","GBG","[11.96774,57.69403]"
"785","GBG","[12.0061,57.72937]"
"786","GBG","[11.92794,57.71596]"
"787","GBG","[11.95418,57.70065]"
"788","GBG","[12.01126,57.70086]"
"789","GBG","[11.99595,57.69275]"
"790","GBG","[11.96641,57.70898]"
"791","GBG","[12.01087,57.72515]"
"792","GBG","[11.90455,57.70579]"
"793","GBG","[12.01658,57.69731]"
"794","GBG","[11.95472,57.68972]"
"795","GBG","[11.95551,57.68678]"
"796","GBG","[12.01776,57.71655]"
"797","GBG","[11.94096,57.70824]"
"798","GBG","[11.92815,57.71479]"
"799","GBG","[11.92651,57.68729]"
"800","GBG","[12.01938,57.70814]"
"801","GBG","[11.98763,57.67848]"
"802","GBG","[11.93366,57.68152]"
"803","GBG","[12.02199,57.71873]"
"804","GBG","[11.91729,57.71021]"
"805","GBG","[11.90742,57.68729]"
"806","GBG","[11.9686,57.71927]"
"807","GBG","[12.00358,57.71003]"
"808","GBG","[11.92515,57.71281]"
"809","GBG","[11.93224,57.70728]"
"810","GBG","[12.02669,57.72222]"
"811","GBG","[11.94918,57.71267]"
"812","GBG","[11.91303,57.70797]"
"813","GBG","[11.94646,57.73568]"
"814","GBG","[11.96446,57.67731]"
"815","GBG","[11.94397,57.69435]"
"816","GBG","[11.93592,57.6779]"
"817","GBG","[11.99866,57.69571]"
"818","GBG","[11.94011,57.67925]"
"819","GBG","[11.9497,57.71908]"
"820","GBG","[11.96239,57.70046]"
"821","GBG","[11.90593,57.68374]"
"822","GBG","[11.92197,57.72882]"
"823","GBG","[11.94412,57.71212]"
"824","GBG","[11.89925,57.70756]"
"825","GBG","[11.97937,57.70804]"
"826","GBG","[11.92301,57.69273]"
"827","GBG","[11.9712,57.70979]"
"828","GBG","[11.97469,57.68205]"
"829","GBG","[11.91252,57.71195]"
"830","GBG","[11.92705,57.69029]"
"831","GBG","[12.01145,57.71036]"
"832","GBG","[11.95209,57.68572]"
"833","GBG","[11.9966,57.69282]"
"834","GBG","[11.92732,57.69333]"
"835","GBG","[11.95013,57.72957]"
"836","GBG","[11.9308,57.72569]"
"837","GBG","[11.99864,57.69605]"
"838","GBG","[11.99959,57.71539]"
"839","GBG","[12.00488,57.72162]"
"840","GBG","[11.90578,57.69521]"
"841","GBG","[11.93302,57.72239]"
"842","GBG","[11.98235,57.73198]"
"843","GBG","[11.91988,57.68615]"
"844","GBG","[11.98774,57.727]"
"845","GBG","[11.92078,57.72755]"
"846","GBG","[11.92178,57.67713]"
"847","GBG","[11.98739,57.72964]"
"848","GBG","[11.95061,57.70954]"
"849","GBG","[12.01401,57.69487]"
"850","GBG","[11.91777,57.69342]"
"851","GBG","[11.96751,57.69089]"
"852","GBG","[11.93059,57.72516]"
"853","GBG","[11.90116,57.70169]"
"854","GBG","[11.93307,57.69245]"
"855","GBG","[11.97858,57.71318]"
"856","GBG","[11.93852,57.72259]"
"857","GBG","[11.93171,57.72512]"
"858","GBG","[11.91269,57.68856]"
"859","GBG","[11.9885,57.6842]"
"860","GBG","[11.92536,57.7075]"
"861","GBG","[12.01322,57.7076]"
"862","GBG","[11.91642,57.70623]"
"863","GBG","[11.9753,57.73404]"
"864","GBG","[11.98533,57.69164]"
"865","GBG","[11.93647,57.69401]"
"866","GBG","[11.92742,57.68619]"
"867","GBG","[11.9684,57.70708]"
"868","GBG","[11.94645,57.69277]"
"869","GBG","[11.96963,57.69427]"
"870","GBG","[11.92051,57.7265]"
"871","GBG","[11.90319,57.68796]"
"872","GBG","[11.97544,57.71426]"
"873","GBG","[12.00532,57.7134]"
"874","GBG","[11.97395,57.68078]"
"875","GBG","[11.93101,57.70001]"
"876","GBG","[11.99331,57.68479]"
"877","GBG","[11.931,57.72568]"
"878","GBG","[12.0124,57.69962]"
"879","GBG","[11.9886,57.73086]"
"880","GBG","[11.97764,57.70403]"
"881","GBG","[11.99483,57.71564]"
"882","GBG","[11.90611,57.68564]"
"883","GBG","[11.94882,57.6797]"
"884","GBG","[11.97459,57.7295]"
"885","GBG","[11.91295,57.68974]"
"886","GBG","[11.97123,57.68957]"
"887","GBG","[11.94297,57.73234]"
"888","GBG","[11.92488,57.70513]"
"889","GBG","[11.95027,57.7315]"
"890","GBG","[11.93799,57.67836]"
"891","GBG","[11.98898,57.70185]"
"892","GBG","[12.01541,57.69573]"
"893","GBG","[11.91478,57.71345]"
"894","GBG","[11.99304,57.68669]"
"895","GBG","[11.94087,57.69485]"
"896","GBG","[11.92308,57.69007]"
"897","GBG","[11.93261,57.68062]"
"898","GBG","[12.01595,57.72419]"
"899","GBG","[11.98315,57.70511]"
"900","GBG","[11.96965,57.69922]"
"901","GBG","[11.92239,57.71015]"
"902","GBG","[11.96035,57.73178]"
"903","GBG","[11.96292,57.73665]"
"904","GBG","[11.9572,57.73034]"
"905","GBG","[11.94033,57.70106]"
"906","GBG","[11.99289,57.72851]"
"907","GBG","[11.96234,57.71671]"
"908","GBG","[12.00376,57.71757]"
"909","GBG","[11.93299,57.71028]"
"910","GBG","[11.98634,57.68298]"
"911","GBG","[11.97014,57.69748]"
"912","GBG","[11.90079,57.70428]"
"913","GBG","[11.97648,57.67979]"
"914","GBG","[12.00248,57.72417]"
"915","GBG","[11.98456,57.70545]"
"916","GBG","[11.93726,57.70092]"
"917","GBG","[11.96683,57.69879]"
"918","GBG","[11.96597,57.68262]"
"919","GBG","[11.96665,57.69953]"
"920","GBG","[11.96416,57.73605]"
"921","GBG","[11.9787,57.71001]"
"922","GBG","[11.95799,57.7249]"
"923","GBG","[11.95829,57.70443]"
"924","GBG","[11.93486,57.7237]"
"925","GBG","[11.94343,57.69756]"
"926","GBG","[12.0162,57.71575]"
"927","GBG","[11.96597,57.72531]"
"928","GBG","[12.01439,57.71562]"
"929","GBG","[11.8986,57.69469]"
"930","GBG","[12.00514,57.71638]"
"931","GBG","[11.92582,57.67601]"
"932","GBG","[12.00572,57.69814]"
"933","GBG","[11.99714,57.69563]"
"934","GBG","[11.90224,57.71722]"
"935","GBG","[11.96214,57.72548]"
"936","GBG","[11.91382,57.70756]"
"937","GBG","[12.00777,57.71618]"
"938","GBG","[11.91753,57.7149]"
"939","GBG","[11.98301,57.73274]"
"940","GBG","[11.97304,57.72105]"
"941","GBG","[11.95269,57.73131]"
"942","GBG","[11.92272,57.69834]"
"943","GBG","[11.96016,57.73415]"
"944","GBG","[11.97592,57.70137]"
"945","GBG","[11.92855,57.72576]"
"946","GBG","[11.96953,57.68358]"
"947","GBG","[11.96568,57.67634]"
"948","GBG","[12.02327,57.72199]"
"949","GBG","[11.91635,57.70534]"
"950","GBG","[11.96998,57.73463]"
"951","GBG","[11.92892,57.68903]"
"952","GBG","[11.93934,57.68117]"
"953","GBG","[11.95801,57.69734]"
"954","GBG","[11.97535,57.70029]"
"955","GBG","[11.96811,57.72144]"
"956","GBG","[11.91024,57.70899]"
"957","GBG","[11.99378,57.68371]"
"958","GBG","[12.01174,57.70822]"
"959","GBG","[11.926,57.72797]"
"960","GBG","[11.92809,57.70293]"
"961","GBG","[12.00913,57.6811]"
"962","GBG","[12.01302,57.70755]"
"963","GBG","[11.99317,57.71037]"
"964","GBG","[11.91279,57.6823]"
"965","GBG","[11.99551,57.69839]"
"966","GBG","[12.00495,57.70949]"
"967","GBG","[12.01563,57.72551]"
"968","GBG","[12.01528,57.69212]"
"969","GBG","[12.00037,57.71742]"
"970","GBG","[11.92528,57.72227]"
"971","GBG","[11.9853,57.6765]"
"972","GBG","[11.91647,57.71515]"
"973","GBG","[11.99115,57.73236]"
"974","GBG","[12.01805,57.72419]"
"975","GBG","[11.99748,57.67795]"
"976","GBG","[11.94139,57.68208]"
"977","GBG","[11.96395,57.69525]"
"978","GBG","[11.92514,57.69465]"
"979","GBG","[12.00564,57.70803]"
"980","GBG","[11.95383,57.69325]"
"981","GBG","[11.90771,57.72053]"
"982","GBG","[11.99611,57.68564]"
"983","GBG","[11.98634,57.73101]"
"984","GBG","[12.00308,57.68804]"
"985","GBG","[11.97774,57.69219]"
"986","GBG","[11.99194,57.73193]"
"987","GBG","[11.9969,57.70705]"
"988","GBG","[11.91813,57.7148]"
"989","GBG","[11.98588,57.70351]"
"990","GBG","[11.97726,57.7059]"
"991","GBG","[12.01007,57.70187]"
"992","GBG","[11.93786,57.68208]"
"993","GBG","[12.01306,57.69544]"
"994","GBG","[11.99928,57.72169]"
"995","GBG","[11.97839,57.69438]"
"996","GBG","[11.97668,57.7015]"
"997","GBG","[11.98609,57.67985]"
"998","GBG","[11.9968,57.71387]"
"999","GBG","[12.01352,57.70712]"
"1000","GBG","[11.95214,57.72859]"
"1001","GBG","[12.001,57.69564]"
"1002","GBG","[12.02697,57.72294]"
"1003","GBG","[11.98294,57.70338]"
"1004","GBG","[11.90231,57.70767]"
"1005","GBG","[11.91792,57.72311]"
"1006","GBG","[11.94016,57.73196]"
"1007","GBG","[11.95419,57.73213]"
"1008","GBG","[11.90637,57.71322]"
"1009","GBG","[11.92732,57.70497]"
"1010","GBG","[11.9445,57.71483]"
"1011","GBG","[11.94796,57.713]"
"1012","GBG","[11.97495,57.72131]"
"1013","GBG","[11.96802,57.68969]"
"1014","GBG","[12.01908,57.70569]"
"1015","GBG","[11.99733,57.70846]"
"1016","GBG","[12.00797,57.72598]"
"1017","GBG","[11.95565,57.71985]"
"1018","GBG","[11.95083,57.71537]"
"1019","GBG","[11.9927,57.68638]"
"1020","GBG","[11.9699,57.72648]"
"1021","GBG","[11.92555,57.71582]"
"1022","GBG","[11.91577,57.69335]"
"1023","GBG","[11.92919,57.7043]"
"1024","GBG","[11.93952,57.68318]"
"1025","GBG","[11.96719,57.68427]"
"1026","GBG","[12.02001,57.69614]"
"1027","GBG","[11.91547,57.72187]"
"1028","GBG","[11.9236,57.69205]"
"1029","GBG","[11.92327,57.69134]"
"1030","GBG","[11.9233,57.72829]"
"1031","GBG","[11.91459,57.72387]"
"1032","GBG","[11.99363,57.70258]"
"1033","GBG","[12.00593,57.727]"
"1034","GBG","[11.9646,57.72041]"
"1035","GBG","[11.91119,57.70425]"
"1036","GBG","[12.00972,57.71829]"
"1037","GBG","[11.99148,57.69242]"
"1038","GBG","[11.92856,57.70383]"
"1039","GBG","[11.92666,57.71389]"
"1040","GBG","[11.92617,57.69553]"
"1041","GBG","[11.93536,57.71132]"
"1042","GBG","[11.98894,57.69304]"
"1043","GBG","[11.98503,57.67965]"
"1044","GBG","[11.92693,57.69797]"
"1045","GBG","[11.91402,57.68725]"
"1046","GBG","[11.93452,57.7319]"
"1047","GBG","[11.90702,57.7076]"
"1048","GBG","[11.99231,57.72587]"
"1049","GBG","[11.99098,57.68886]"
"1050","GBG","[11.97323,57.72787]"
"1051","GBG","[11.90659,57.68346]"
"1052","GBG","[11.93979,57.71779]"
"1053","GBG","[11.93025,57.70017]"
"1054","GBG","[11.99764,57.71657]"
"1055","GBG","[11.92086,57.683]"
"1056","GBG","[11.95297,57.7269]"
"1057","GBG","[11.97162,57.68076]"
